term,love_freq,base_freq,norm_love_freq,norm_base_freq,love_ratio
just,39,3843,0.4936708860759494,0.5674837566450088,0.8699295447583475
so,47,4265,0.5949367088607594,0.6297991730655641,0.9446451095908706
sea,4,152,0.05063291139240506,0.02244536326048435,2.2558294470353095
very,6,221,0.0759493670886076,0.0326343768458358,2.327281058479867
as,18,1552,0.22784810126582278,0.22917897223862965,0.9941928748531906
ever,22,1132,0.27848101265822783,0.16715888954518607,1.6659659167151226
figure,3,92,0.0379746835443038,0.013585351447135264,2.795266923500275
each,7,293,0.08860759493670886,0.04326639102185469,2.0479543785371757
wed,3,117,0.0379746835443038,0.017277023036030716,2.1979876663420965
special,3,153,0.0379746835443038,0.022593030124040167,1.680814097791015
we,33,3306,0.4177215189873418,0.48818665091553454,0.8556594454271865
a,63,5763,0.7974683544303798,0.8510041346721796,0.9370910456710969
father,1,117,0.012658227848101266,0.017277023036030716,0.7326625554473655
bold,1,29,0.012658227848101266,0.004282339043118724,2.9559144478393713
daddy,2,131,0.02531645569620253,0.019344359125812168,1.308725480722775
laughed,3,26,0.0379746835443038,0.00383933845245127,9.890944498539435
side,8,587,0.10126582278481013,0.08668044890726521,1.1682660168632608
when,35,3530,0.4430379746835443,0.5212640283520378,0.849930074945315
your,54,4546,0.6835443037974683,0.671293561724749,1.018249455634944
cried,2,91,0.02531645569620253,0.013437684583579445,1.8839894282932257
darling,7,138,0.08860759493670886,0.020378027170702893,4.34819299211154
enough,4,641,0.05063291139240506,0.09465445953927938,0.5349236754280298
they,15,1971,0.189873417721519,0.29105138806851744,0.6523707685490242
am,12,905,0.1518987341772152,0.13363851151801537,1.1366389257990068
let,25,2202,0.31645569620253167,0.3251624335499114,0.9732234217454788
mistaken,1,13,0.012658227848101266,0.001919669226225635,6.5939629990262905
dont,44,3866,0.5569620253164557,0.5708800945067927,0.9756199781280491
no,28,3321,0.35443037974683544,0.4904016538688718,0.7227348785442848
gonna,14,1575,0.17721518987341772,0.23257531010041346,0.7619690576652602
strong,8,378,0.10126582278481013,0.05581807442409923,1.8142120420601433
crime,1,78,0.012658227848101266,0.01151801535735381,1.0989938331710485
see,31,2770,0.3924050632911392,0.4090372120496161,0.9593382991363159
would,14,1180,0.17721518987341772,0.17424689899586532,1.0170349710362583
that,58,4916,0.7341772151898734,0.7259303012404017,1.0113604762542356
cared,1,33,0.012658227848101266,0.004873006497341997,2.5976217874952052
with,39,3662,0.4936708860759494,0.5407560543414058,0.9129271546986152
it,52,5246,0.6582278481012658,0.7746603662138216,0.8496986251128044
thats,15,1567,0.189873417721519,0.23139397519196692,0.8205633598022506
babys,1,34,0.012658227848101266,0.005020673360897815,2.5212211466865226
tiny,1,26,0.012658227848101266,0.00383933845245127,3.2969814995131452
oh,24,2437,0.3037974683544304,0.35986414648552867,0.8442004331949948
end,6,591,0.0759493670886076,0.08727111636148849,0.870269228297886
shine,7,260,0.08860759493670886,0.0383933845245127,2.3078870496592017
moment,8,290,0.10126582278481013,0.04282339043118724,2.364731558271497
had,10,1234,0.12658227848101267,0.1822209096278795,0.6946638491680857
baby,32,2037,0.4050632911392405,0.3007974010632014,1.3466316188487661
other,7,613,0.08860759493670886,0.09051978735971648,0.978875420736366
forever,14,501,0.17721518987341772,0.07398109864146485,2.3954117082291115
id,16,781,0.20253164556962025,0.11532782043709391,1.756138673236195
remember,1,496,0.012658227848101266,0.07324276432368576,0.1728256431196407
mine,9,612,0.11392405063291139,0.09037212049616067,1.2606105733432613
one,26,2473,0.3291139240506329,0.3651801535735381,0.9012371587832131
who,10,1212,0.12658227848101267,0.1789722386296515,0.7072732589714669
understand,6,443,0.0759493670886076,0.06541642055522741,1.1610138011829585
ask,5,385,0.06329113924050633,0.05685174246898996,1.113266480355088
lie,4,373,0.05063291139240506,0.05507974010632014,0.919265619167204
anything,7,369,0.08860759493670886,0.05448907265209687,1.6261534767246406
teacher,1,20,0.012658227848101266,0.0029533372711163615,4.286075949367088
sacred,1,18,0.012658227848101266,0.0026580035440047253,4.762306610407876
hunger,1,32,0.012658227848101266,0.004725339633786178,2.6787974683544302
something,8,983,0.10126582278481013,0.14515652687536917,0.6976318940984071
life,28,1717,0.35443037974683544,0.2535440047253396,1.3979047942024285
kiss,8,464,0.10126582278481013,0.06851742468989959,1.4779572239196856
faith,4,168,0.05063291139240506,0.024808033077377438,2.040988547317661
wont,10,1301,0.12658227848101267,0.1921145894861193,0.6588894618550483
smile,4,418,0.05063291139240506,0.061724748966331955,0.820301617103749
lover,5,144,0.06329113924050633,0.021264028352037802,2.976441631504923
for,44,4066,0.5569620253164557,0.6004134672179563,0.9276308006500339
are,30,2331,0.379746835443038,0.34421145894861194,1.1032370526041413
ones,3,226,0.0379746835443038,0.033372711163614885,1.137896269743475
please,11,610,0.13924050632911392,0.09007678676904902,1.5457978833782942
mind,17,1230,0.21518987341772153,0.18163024217365623,1.184768961613667
eyes,30,1238,0.379746835443038,0.18281157708210277,2.0772581337804956
might,5,562,0.06329113924050633,0.08298877731836976,0.7626469660795532
way,23,2226,0.2911392405063291,0.32870643827525103,0.8857120111001171
things,10,1180,0.12658227848101267,0.17424689899586532,0.7264535507401846
dreamed,2,54,0.02531645569620253,0.007974010632014175,3.174871073605251
some,12,1337,0.1518987341772152,0.19743059657412876,0.7693778817113698
into,13,1000,0.16455696202531644,0.14766686355581807,1.114379746835443
or,12,1410,0.1518987341772152,0.20821027761370348,0.7295448424454619
intuition,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
question,1,121,0.012658227848101266,0.017867690490253985,0.7084423056805106
ive,27,1656,0.34177215189873417,0.24453632604843473,1.3976334617501376
been,21,1717,0.26582278481012656,0.2535440047253396,1.0484285956518213
theres,17,1388,0.21518987341772153,0.2049616066154755,1.0499033305366068
before,12,903,0.1518987341772152,0.1333431777909037,1.1391563985028808
best,9,590,0.11392405063291139,0.08712344949793266,1.3076163913323322
completion,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
goes,5,399,0.06329113924050633,0.05891907855877141,1.0742044985882429
knew,8,519,0.10126582278481013,0.07663910218546958,1.3213336260091217
loved,5,222,0.06329113924050633,0.03278204370939161,1.9306648420572472
searching,1,117,0.012658227848101266,0.017277023036030716,0.7326625554473655
believe,13,803,0.16455696202531644,0.11857649143532191,1.3877705440042876
home,9,911,0.11392405063291139,0.13452451269935026,0.8468646222679209
friend,6,384,0.0759493670886076,0.05670407560543414,1.3393987341772153
angels,2,80,0.02531645569620253,0.011813349084465446,2.143037974683544
met,4,268,0.05063291139240506,0.039574719432959246,1.279425656527489
only,13,1410,0.16455696202531644,0.20821027761370348,0.7903402459825837
pieces,1,93,0.012658227848101266,0.01373301831069108,0.9217367633047503
little,6,1099,0.0759493670886076,0.16228588304784405,0.46799737390723445
there,22,1707,0.27848101265822783,0.25206733608978144,1.10478817675543
reason,5,316,0.06329113924050633,0.04666272888363851,1.3563531485338889
around,17,1327,0.21518987341772153,0.19595392793857058,1.0981656539448457
sense,1,143,0.012658227848101266,0.021116361488481984,0.5994511817296627
dance,2,467,0.02531645569620253,0.06896042528056705,0.36711571300788765
future,1,161,0.012658227848101266,0.02377436503248671,0.5324317949524333
more,15,1570,0.189873417721519,0.23183697578263437,0.8189954043376603
crazy,7,552,0.08860759493670886,0.08151210868281157,1.087048248027885
missing,2,147,0.02531645569620253,0.021707028942705257,1.1662791698958064
thousand,3,151,0.0379746835443038,0.02229769639692853,1.703076536172353
now,22,3230,0.27848101265822783,0.4769639692852924,0.5838617392326684
found,10,487,0.12658227848101267,0.0719137625516834,1.760195461752398
know,46,4034,0.5822784810126582,0.5956881275841701,0.9774888134401888
instant,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
sound,2,394,0.02531645569620253,0.05818074424099232,0.435134614148943
rhyme,1,81,0.012658227848101266,0.011961015948021264,1.0582903578684169
an,5,1052,0.06329113924050633,0.1553455404607206,0.40742166819078796
like,42,3720,0.5316455696202531,0.5493207324276432,0.9678236014699877
than,9,940,0.11392405063291139,0.13880685174246898,0.8207379477511446
complete,1,53,0.012658227848101266,0.007826343768458357,1.6173871507045618
bending,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
melted,2,6,0.02531645569620253,0.0008860011813349084,28.573839662447256
breath,4,222,0.05063291139240506,0.03278204370939161,1.5445318736457978
hesitate,2,40,0.02531645569620253,0.005906674542232723,4.286075949367088
damn,1,387,0.012658227848101266,0.05714707619610159,0.2215026330422268
our,12,1064,0.1518987341772152,0.15711754282339044,0.9667840487294185
virtue,1,9,0.012658227848101266,0.0013290017720023627,9.524613220815752
tried,2,357,0.02531645569620253,0.05271707028942705,0.4802325993688615
tongue,1,98,0.012658227848101266,0.014471352628470172,0.8747093774218548
saying,1,286,0.012658227848101266,0.04223272297696397,0.29972559086483136
yourself,2,365,0.02531645569620253,0.053898405197873596,0.4697069533552974
short,1,99,0.012658227848101266,0.01461901949202599,0.8658739291650683
vanities,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
get,17,2915,0.21518987341772153,0.4304489072652097,0.4999196647632282
complicate,1,6,0.012658227848101266,0.0008860011813349084,14.286919831223628
bet,1,194,0.012658227848101266,0.028647371529828707,0.4418634999347514
name,9,667,0.11392405063291139,0.09849379799173065,1.1566621752414932
reckon,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
do,39,3018,0.4936708860759494,0.4456585942114589,1.1077333467549138
hot,3,405,0.0379746835443038,0.05980507974010632,0.6349742147210502
spending,2,40,0.02531645569620253,0.005906674542232723,4.286075949367088
need,26,1810,0.3291139240506329,0.26727702303603074,1.2313588362822574
again,14,1094,0.17721518987341772,0.16154754873006497,1.0969847036771343
trying,8,541,0.10126582278481013,0.07988777318369758,1.2676010201455346
nibble,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
cool,2,307,0.02531645569620253,0.04533372711163615,0.5584463777676988
cannot,2,154,0.02531645569620253,0.022740696987595982,1.113266480355088
open,6,436,0.0759493670886076,0.06438275251033668,1.1796539310184648
back,17,2108,0.21518987341772153,0.3112817483756645,0.6913025724785626
plans,2,90,0.02531645569620253,0.013290017720023627,1.9049226441631504
intervention,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
right,19,1962,0.24050632911392406,0.2897223862965151,0.830126840346327
giving,3,192,0.0379746835443038,0.02835203780271707,1.3393987341772153
wait,7,508,0.08860759493670886,0.07501476668635558,1.1812020332901425
mirror,1,116,0.012658227848101266,0.017129356172474897,0.7389786119598428
rid,1,25,0.012658227848101266,0.003691671588895452,3.428860759493671
sky,8,477,0.10126582278481013,0.07043709391612522,1.4376774672929438
checking,1,34,0.012658227848101266,0.005020673360897815,2.5212211466865226
yours,4,201,0.05063291139240506,0.029681039574719435,1.7059008753699854
come,23,2151,0.2911392405063291,0.31763142350856466,0.9165945777354072
godforsaken,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
face,9,877,0.11392405063291139,0.12950383933845244,0.8796963180000866
family,1,130,0.012658227848101266,0.01919669226225635,0.659396299902629
were,24,1940,0.3037974683544304,0.2864737152982871,1.0604723998434034
learn,3,203,0.0379746835443038,0.029976373301831068,1.266820477645445
glass,1,139,0.012658227848101266,0.02052569403425871,0.616701575448502
chill,1,88,0.012658227848101266,0.01299468399291199,0.974108170310702
well,16,1491,0.20253164556962025,0.22017129356172474,0.9198821621713403
dear,3,116,0.0379746835443038,0.017129356172474897,2.2169358358795286
win,1,177,0.012658227848101266,0.0261370348493798,0.484302367160123
fogged,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
seasons,1,28,0.012658227848101266,0.004134672179562906,3.061482820976492
nothings,2,87,0.02531645569620253,0.012847017129356172,1.9706096318929143
turn,5,907,0.06329113924050633,0.133933845245127,0.4725552314627441
sing,5,403,0.06329113924050633,0.059509746012994684,1.063542419197789
want,21,2091,0.26582278481012656,0.3087714116952156,0.8609047817953979
bestest,1,4,0.012658227848101266,0.0005906674542232723,21.430379746835442
cracks,2,27,0.02531645569620253,0.003987005316007088,6.349742147210502
done,3,607,0.0379746835443038,0.08963378617838157,0.4236648384876859
over,17,1194,0.21518987341772153,0.17631423508564678,1.2204906388482497
better,11,982,0.13924050632911392,0.14500886001181335,0.9602206811209363
backwards,1,22,0.012658227848101266,0.0032486709982279976,3.896432681242808
cause,26,2379,0.3291139240506329,0.3512994683992912,0.936847202047451
aim,1,35,0.012658227848101266,0.005168340224453632,2.4491862567811937
run,6,705,0.0759493670886076,0.10410513880685174,0.7295448424454619
stop,10,945,0.12658227848101267,0.13954518606024807,0.9071060210300718
free,5,522,0.06329113924050633,0.07708210277613703,0.8210873466220477
guess,2,445,0.02531645569620253,0.06571175428233904,0.3852652538756934
music,2,283,0.02531645569620253,0.04178972238629652,0.6058057878964083
long,18,969,0.22784810126582278,0.1430891907855877,1.5923501979072774
clearer,1,19,0.012658227848101266,0.0028056704075605436,4.511658894070619
aint,9,1475,0.11392405063291139,0.21780862374483165,0.5230465565329329
fell,1,178,0.012658227848101266,0.026284701712935617,0.4815815673446167
sure,4,474,0.05063291139240506,0.06999409332545777,0.7233883458847407
try,8,945,0.10126582278481013,0.13954518606024807,0.7256848168240574
fate,1,75,0.012658227848101266,0.011075014766686356,1.1429535864978901
drew,1,25,0.012658227848101266,0.003691671588895452,3.428860759493671
big,5,531,0.06329113924050633,0.0784111045481394,0.8071706119335383
people,4,735,0.05063291139240506,0.10853514471352628,0.4665116679583226
felt,5,301,0.06329113924050633,0.04444772593030124,1.423945498128601
divine,2,30,0.02531645569620253,0.004430005906674543,5.714767932489451
ear,1,86,0.012658227848101266,0.012699350265800354,0.9967618486900206
listen,4,397,0.05063291139240506,0.058623744831659774,0.8636928865223352
youll,13,828,0.16455696202531644,0.12226816302421736,1.3458692594630954
heart,32,1560,0.4050632911392405,0.2303603071470762,1.7583901330736773
scooch,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
closer,4,169,0.05063291139240506,0.024955699940933256,2.028911692008089
everyone,1,269,0.012658227848101266,0.03972238629651506,0.3186673568302668
sounds,1,99,0.012658227848101266,0.01461901949202599,0.8658739291650683
embrace,3,47,0.0379746835443038,0.006940342587123449,5.4715863183409645
their,2,488,0.02531645569620253,0.07206142941523921,0.35131770076779417
thinking,5,405,0.06329113924050633,0.05980507974010632,1.058290357868417
once,6,399,0.0759493670886076,0.05891907855877141,1.2890453983058914
rush,2,118,0.02531645569620253,0.017424689899586534,1.452907101480369
fill,6,150,0.0759493670886076,0.022150029533372712,3.428860759493671
not,25,2491,0.31645569620253167,0.3678381571175428,0.8603123142045542
pain,4,514,0.05063291139240506,0.0759007678676905,0.6670935329754223
starts,4,98,0.05063291139240506,0.014471352628470172,3.4988375096874194
vain,1,43,0.012658227848101266,0.006349675132900177,1.9935236973800412
by,18,1425,0.22784810126582278,0.21042528056704077,1.0827981345769486
first,4,565,0.05063291139240506,0.0834317779090372,0.6068780105298532
draining,1,4,0.012658227848101266,0.0005906674542232723,21.430379746835442
yet,2,179,0.02531645569620253,0.026432368576491436,0.9577823350540979
frozen,1,52,0.012658227848101266,0.00767867690490254,1.6484907497565726
closed,1,91,0.012658227848101266,0.013437684583579445,0.9419947141466128
happened,1,115,0.012658227848101266,0.01698168930891908,0.7454045129334067
pull,1,298,0.012658227848101266,0.04400472533963379,0.28765610398436836
greater,1,12,0.012658227848101266,0.0017720023626698169,7.143459915611814
cut,2,254,0.02531645569620253,0.03750738334317779,0.67497259045151
didnt,4,534,0.05063291139240506,0.07885410513880685,0.642108756459489
hard,8,823,0.10126582278481013,0.12152982870643828,0.833258993801621
bleeding,1,55,0.012658227848101266,0.008121677495569994,1.5585730724971232
pass,2,223,0.02531645569620253,0.032929710572947433,0.7688028608730203
scars,1,65,0.012658227848101266,0.009598346131128175,1.318792599805258
ground,4,312,0.05063291139240506,0.04607206142941524,1.0989938331710485
piercing,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
true,16,549,0.20253164556962025,0.08106910809214413,2.498259205459869
care,9,595,0.11392405063291139,0.08786178381571176,1.2966280182959258
truth,5,362,0.06329113924050633,0.053455404607206145,1.1839988810406323
crippled,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
comes,2,490,0.02531645569620253,0.07235676314235086,0.3498837509687419
vein,1,11,0.012658227848101266,0.0016243354991139988,7.792865362485616
falling,6,305,0.0759493670886076,0.04503839338452451,1.686324963685412
talk,7,577,0.08860759493670886,0.08520378027170702,1.0399491038325692
ears,1,45,0.012658227848101266,0.0066450088600118135,1.9049226441631504
doubt,3,192,0.0379746835443038,0.02835203780271707,1.3393987341772153
twice,1,108,0.012658227848101266,0.01594802126402835,0.7937177684013127
wearing,1,73,0.012658227848101266,0.01077968103957472,1.1742673833882433
everyones,1,50,0.012658227848101266,0.007383343177790904,1.7144303797468354
looking,6,671,0.0759493670886076,0.09908446544595392,0.7665113471297328
closing,1,39,0.012658227848101266,0.005759007678676905,2.197987666342097
round,4,432,0.05063291139240506,0.0637920850561134,0.7937177684013127
going,4,833,0.05063291139240506,0.12300649734199645,0.411627942316167
loud,1,190,0.012658227848101266,0.028056704075605433,0.451165889407062
these,6,838,0.0759493670886076,0.12374483165977555,0.6137578925108003
world,22,1293,0.27848101265822783,0.19093325457767277,1.4585254584079805
was,20,2165,0.25316455696202533,0.31969875959834615,0.7918847019615868
goal,1,27,0.012658227848101266,0.003987005316007088,3.174871073605251
loneliness,2,32,0.02531645569620253,0.004725339633786178,5.3575949367088604
away,26,1543,0.3291139240506329,0.22784997046662728,1.4444325947316177
off,5,1112,0.06329113924050633,0.1642055522740697,0.3854384846553138
keep,11,1357,0.13924050632911392,0.20038393384524514,0.6948686137514808
hearts,4,246,0.05063291139240506,0.036326048434731244,1.3938458371925493
thinks,1,77,0.012658227848101266,0.011370348493797991,1.113266480355088
give,16,1462,0.20253164556962025,0.215888954518606,0.9381287987670782
wrong,12,744,0.1518987341772152,0.10986414648552864,1.3826051449571255
soul,8,519,0.10126582278481013,0.07663910218546958,1.3213336260091217
simply,1,41,0.012658227848101266,0.006054341405788541,2.0907687557888237
rest,2,212,0.02531645569620253,0.03130537507383343,0.8086935753522809
day,17,1346,0.21518987341772153,0.19875959834613113,1.0826640585325484
call,6,829,0.0759493670886076,0.12241582988777318,0.6204211265670092
night,16,1510,0.20253164556962025,0.2229769639692853,0.9083074859585883
control,4,359,0.05063291139240506,0.053012404016538686,0.9551144176862594
could,26,1759,0.3291139240506329,0.259746012994684,1.267060542166507
anyone,3,155,0.0379746835443038,0.0228883638511518,1.6591261739485506
fire,7,456,0.08860759493670886,0.06733608978145304,1.3159005107705974
hang,3,135,0.0379746835443038,0.01993502658003544,1.9049226441631504
rather,1,137,0.012658227848101266,0.020230360307147078,0.6257045181557793
tear,3,155,0.0379746835443038,0.0228883638511518,1.6591261739485506
word,4,307,0.05063291139240506,0.04533372711163615,1.1168927555353976
lifetime,1,56,0.012658227848101266,0.008269344359125812,1.530741410488246
wild,2,192,0.02531645569620253,0.02835203780271707,0.8929324894514767
leave,13,939,0.16455696202531644,0.13865918487891318,1.1867728933284802
take,17,2267,0.21518987341772153,0.33476077968103957,0.6428168605138113
losing,4,144,0.05063291139240506,0.021264028352037802,2.381153305203938
stuck,1,200,0.012658227848101266,0.029533372711163616,0.42860759493670886
means,2,150,0.02531645569620253,0.022150029533372712,1.1429535864978901
alone,11,757,0.13924050632911392,0.11178381571175429,1.245623129274451
language,1,27,0.012658227848101266,0.003987005316007088,3.174871073605251
here,8,1799,0.10126582278481013,0.26565268753691673,0.3811963045573842
everything,12,929,0.1518987341772152,0.13718251624335498,1.1072747339592048
start,3,601,0.0379746835443038,0.08874778499704666,0.4278944375408075
speak,3,222,0.0379746835443038,0.03278204370939161,1.1583989052343484
even,11,980,0.13924050632911392,0.14471352628470172,0.9621803151640402
feel,28,2157,0.35443037974683544,0.3185174246898996,1.1127503623762494
