artist_name,song_title
Rihanna,Needed Me 
Russ,Someone to Drink With 
Stwo,Haunted 
Opia,Falling 
J. Cole,Power Trip 
TOKiMONSTA,Realla 
Vince Staples,Limos 
Ryan Hemsworth,One For Me 
Kilo Kish,Locket 
Adrian Daniel,Fkkking High 
Tank,She Wit The S*** 
Miguel,waves 
K CAMP,Comfortable 
A.CHAL,GAZI 
Wale,The Girls On Drugs 
The Weeknd,Acquainted 
GoldLink,Late Night 
Marian Hill,One Time 
Skit,Sweat 
ZAYN,TiO 
ZAYN,wRoNg 
Juicy J,One of Those Nights 
The Notorious B.I.G.,#!*@ You Tonight 
ELHAE,Doesn't Matter 
Roy Woods,Get You Good 
Bas,Night Job 
George Maple,Where You End And I Begin 
Niykee Heaton,Nexus 
Drake,Plastic Bag 
Jhene Aiko,WTH 
ScHoolboy Q,iBETiGOTSUMWEED 
Free n Losh,The Right Song 
Majid Jordan,My Love 
JMSN,Love & Pain 
Ryan Hemsworth,One for Me 
blackbear,Slide Thru 
Johnny Rain,Oakland Ting / 808 and Patron 
Job Jetson,Shameless 
Kiiara,Feels 
What So Not,Lone 
SRNO,Give It All up 
Jacquees,Feel It 
Falcons,I Won't Lie 
Jalen Santoy,Foreplay 
DJ Drama,Wishing 
Phora,Like Me 
What So Not,Montreal 
Marian Hill,Down 
Maejor,Noir 
Maejor,Get You Alone (Featuring Jeremih) 
Elijah Blake,Everyday 
AlunaGeorge,My Blood 
Mac Miller,Skin 
A.CHAL,GAZI 
Anfa Rose,On Top 
Nakala,Paris 
Mickey Valen,Meet Me 
JAHKOY,F N Sexy 
Goodbye Tomorrow,Back It Down 
PLAZA,Wanting You 
Belly,You 
Quinn XCII,Stung 
Khalid,Location 
Snakehips,Dímelo 
Lais,Sometimes 
Majid Jordan,Day And Night 
Snakehips,Cruel 
Marian Hill,Lovit 
6LACK,PRBLMS 
PARTYNEXTDOOR,Come and See Me 
Wafia,Heartburn 
London Summers,Valley 
KU?KA,Honey 
Kid Cudi,Balmain Jeans 
Vasser,Whatever You Want 
Sango,The Motive Used to Be the Melody 
Sango,Hipster Girl 
ZHU,In the Morning 
Astrid S,Hurts So Good 
Eli Sostre,Vibe WIth 
NAO,Bad Blood 
SAINt JHN,Reflex 
Jake Herring,Little Mess 
Aftertheparty,Rebound 
Frank Ocean,Chanel 
6LACK,Prblms 
ZHU,Numb 
BLAISE MOORE,He Don't 
Emma Sameth,2 AM (Prod. DNTST & Berg) 
Syd,Over 
Khalid,Location 
Two Feet,Go Fuck Yourself 
ScHoolboy Q,Overtime 
Mickey Shiloh,Batteries 
Baegod,Ninja 
Tove Lo,Influence 
Drake,Passionfruit 
Selena Gomez,Fetish 
J. Cole,In the Morning 
G-Eazy,I Mean It 
Jeremih,Paris (Who Taught You) 
Halsey,Now Or Never 
PnB Rock,Selfish 
Lana Del Rey,In My Feelings 
Two Feet,Quick Musical Doodles 
Future,Selfish 
Russ,Cherry Hill 
Drake,Teenage Fever 
Kendrick Lamar,LOVE. FEAT. ZACARI. 
Wale,Bad 
Lil Wayne,Lollipop 
Stwo,Neither Do I 
Stwo,Fill The Void 
Tinashe,Party Favors 
Two Feet,Had Some Drinks 
Sinead Harnett,If You Let Me 
xxyyxx,I Don't 
Majid Jordan,One I Want 
BLAISE MOORE,HANDS 
PLAZA,Personal 
Usher,Nice & Slow 
Erykah Badu,In Love With You 
Lloyd,Feels So Right 
Keith Sweat,Nobody 
Jamie Foxx,Fall For Your Type 
R. Kelly,Pregnant 
Trey Songz,Sex Ain't Better Than Love 
Ryan Leslie,Gibberish 
Jeremih,Raindrops 
Jeremih,Birthday Sex 
Booba,Scarface 
Donell Jones,Shorty (Got Her Eyes on Me) 
R. Kelly,The Greatest Sex 
Tyrese,Make Love 
Kut Klose,Get Up On It 
P.M. Dawn,I'd Die Without You 
Rick Ross,Diced Pineapples 
Kool & The Gang,Summer Madness 
Tyrese,Signs of Love Makin' 
The Weeknd,Wicked Games 
Future,Turn On The Lights 
Lil Wayne,Lollipop 
Wale,Lotus Flower Bomb 
Omarion,M.I.A. 
Jeremih,All The Time 
112,Sweet Love 
Ludacris,Representin 
Destiny's Child,"No, No, No "
John Legend,Tonight (Best You Ever Had) 
Silk,Freak Me 
TLC,Red Light Special 
R. Kelly,"Sex Me, Pt. I "
Usher,Bedtime 
R. Kelly,Down Low (Nobody Has to Know) 
Mýa,It's All About Me 
Changing Faces,Stroke You Up 
Next,Butta Love 
Silk,Meeting In My Bedroom 
Usher,Can U Handle It? 
Miguel,Adorn 
Lloyd,Year Of The Lover 
Kirko Bangz,Drank In My Cup 
Brandy,When You Touch Me 
Drake,The Real Her 
Usher,I Will 
Usher,Can U Get Wit It 
Toni Braxton,The Heat 
Wale,Bad 
Robin Thicke,Sex Therapy 
Ginuwine,In Those Jeans 
J. Holiday,Bed 
Tyrese,Sweet Lady 
Ciara,Body Party 
Ciara,Promise 
Adina Howard,T
R. Kelly,Bump N' Grind 
J. Holiday,Suffocate 
R. Kelly,Number One 
Joe,All The Things (Your Man Won't Do) 
Joe,The Love Scene 
John Legend,Let's Get Lifted Again 
Ledisi,In The Morning 
Lloyd,Southside 
R. Kelly,Your Body's Callin' 
Gyptian,Wine Slow 
Robin Thicke,Lost Without U 
Baby Bash,Suga Suga 
Snoop Dogg,Sensual Seduction 
R. Kelly,Slow Wind 
Miley Cyrus,Adore You 
R. Kelly,It Seems Like You're Ready 
R. Kelly,Taxi Cab 
Toni Braxton,Speaking In Tongues 
Beyoncé,Drunk in Love 
Toni Braxton,Selfish 
Blackstreet,Deep 
Busy Signal,Missing You 
Chris Brown,Wet The Bed 
The Weeknd,Initiation 
Kelly Rowland,Kisses Down Low 
Bruno Mars,Our First Time 
The-Dream,Falsetto 
The-Dream,Right Side Of My Brain 
Marques Houston,Naked 
Gyptian,One More Night 
Busy Signal,Sweet Love [Night Shift] 
LL Cool J,Doin' It 
Sevyn Streeter,It Won't Stop 
Lil Wayne,How To Love 
Usher,Climax 
Kelly Rowland,ICE 
TLC,Red Light Special 
Ace Hood,Body 2 Body 
Jill Scott,So Gone [What My Mind Says] 
Drake,Shut It Down 
D'Angelo,Send It On 
Omarion,O 
Ginuwine,When We Make Love 
Jamie Foxx,Slow 
Jodeci,Feenin' 
Justin Bieber,PYD 
Ginuwine,Pony 
Brandy,Put That On Everything 
India.Arie,Brown Skin 
Ne-Yo,Miss Independent 
Timbaland,Scream 
Busta Rhymes,I Know What You Want 
Doc Gyneco,Ma salope à moi 
Gyptian,Beautiful Lady 
Aaliyah,Age Ain't Nothing but a Number 
Michael Jackson,Liberian Girl 
Janet Jackson,I Get Lonely 
Marvin Gaye,Sexual Healing 
Ne-Yo,Mirror 
Blackstreet,Before I Let You Go 
Chris Brown,New Flame 
Usher,There Goes My Baby 
Boyz II Men,Never Go Away 
Justin Bieber,Up 
Teyana Taylor,Do Not Disturb 
Janelle Monáe,Primetime 
Beyoncé,Rocket 
The Weeknd,Often 
The Weeknd,Earned It (Fifty Shades Of Grey) 
R. Kelly,When a Woman Loves 
Tyrese,How You Gonna Act Like That 
Gwen Stefani,Luxurious 
Ashanti,Rock Wit U (Awww Baby) 
Horace Brown,How Can We Stop 
Joe,I Wanna Know 
R. Kelly,Bump n' Grind 
Ginuwine,So Anxious 
Alicia Keys,Diary 
Jodeci,Freek'n You 
Keith Sweat,Twisted 
Boyz II Men,I’ll Make Love To You 
Dru Hill,These Are The Times 
Ginuwine,TELL ME DO U WANNA 
Chris Brown,Deuces 
Mavado,Come Into My Room 
Luther Vandross,The Closer I Get to You 
William Singe,Sorry 
R. Kelly,Feelin' On Yo Booty 
R. Kelly,In the Kitchen 
The Weeknd,Earned It (Fifty Shades Of Grey) 
Chris Brown,Back To Sleep 
DRAM,Caretaker 
Rihanna,Skin 
Frank Ocean,Thinkin Bout You 
Kelly Rowland,Motivation 
Joe,More & More 
Donell Jones,Do U Wanna 
Rihanna,Loveeeeeee Song 
Nicki Minaj,High School 
LSG,My Body 
Nelson Freitas,Deeper 
Trey Songz,Neighbors Know My Name 
Ciara,Body Party 
Tory Lanez,Say It 
R. Kelly,Number One 
R. Kelly,It Seems Like You're Ready 
R. Kelly,Slow Wind 
R. Kelly,Put My T
R. Kelly,Lost In Your Love 
Ms. Lauryn Hill,Nothing Even Matters 
Destiny's Child,Temptation 
Mr Eazi,Skin Tight 
Total,Kissin' You 
Frank Ocean,Thinkin Bout You 
Ro James,Permission 
BJ The Chicago Kid,Love Inside 
Keith Sweat,I'm Not Ready 
Joe,And Then... 
Ginuwine,Differences 
Bobby V.,Slow Down 
Teyana Taylor,Maybe 
DJ Drama,Wishing 
Childish Gambino,Redbone 
Tiara Thomas,Touch Me Tease Me 
